unique_key,complaint_type,complaint_description,owning_department,source,status,status_change_date,created_date,last_update_date,close_date,incident_address,street_number,street_name,city,incident_zip,county,state_plane_x_coordinate,state_plane_y_coordinate,latitude,longitude,location,council_district_code,map_page,map_tile
18-00158290,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-05-26 12:19:04 UTC,2018-05-25 12:36:50 UTC,2018-05-26 11:19:09 UTC,2018-05-26 12:19:04 UTC,"E YAGER LN & THOMPKINS DR, AUSTIN, TX 78753",,E YAGER LN & THOMPKINS DR,AUSTIN,78753,TRAVIS,3139673.24759555,10116011.9985783,30.39082401,-97.65905092,"(30.39082401, -97.65905092)",7,497J,MN33
18-00137398,ACLONAG,Loose Dog,Animal Services Office,Spot311 Interface,Open,2018-05-08 22:44:41 UTC,2018-05-08 22:44:41 UTC,2018-05-10 00:00:05 UTC,,"12145 ABBEY GLEN LN, AUSTIN, TX 78753",12145,ABBEY GLEN,AUSTIN,78753,TRAVIS,3139845.94959587,10114726.1286631,30.38727798,-97.65860137,"(30.38727798, -97.65860137)",1,497J,MN32
18-00168965,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-06-02 19:28:04 UTC,2018-06-02 16:13:48 UTC,2018-06-02 19:28:04 UTC,2018-06-02 19:28:04 UTC,"12135 THOMPKINS DR, AUSTIN, TX 78753",12135,THOMPKINS,AUSTIN,78753,TRAVIS,3139305.07794047,10115205.5094368,30.38863145,-97.66027976,"(30.38863145, -97.66027976)",1,497J,MN32
19-00003436,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-01-04 14:06:50 UTC,2019-01-04 08:59:36 UTC,2019-01-04 14:06:50 UTC,2019-01-04 14:06:50 UTC,"12112 LAVINIA LN, AUSTIN, TX 78753",12112,LAVINIA,AUSTIN,78753,TRAVIS,3138874.79721159,10115231.9989599,30.38873268,-97.66164204,"(30.38873268, -97.66164204)",1,497J,MN32
18-00219899,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2018-07-10 07:47:39 UTC,2018-07-10 07:47:39 UTC,2018-07-10 07:47:39 UTC,,"E YAGER LN & THOMPKINS DR, AUSTIN, TX 78753",,E YAGER LN & THOMPKINS DR,AUSTIN,78753,TRAVIS,3139673.24759555,10116011.9985783,30.39082401,-97.65905092,"(30.39082401, -97.65905092)",7,497J,MN33
18-00123644,ACLONAG,Loose Dog,Animal Services Office,Spot311 Interface,Closed,2018-04-29 12:17:56 UTC,2018-04-27 19:57:04 UTC,2018-04-29 12:17:56 UTC,2018-04-29 12:17:56 UTC,"12144 ABBEY GLEN LN, AUSTIN, TX 78753",12144,ABBEY GLEN,AUSTIN,78753,TRAVIS,3139778.30825146,10114714.9972159,30.38725185,-97.65881669,"(30.38725185, -97.65881669)",1,497J,MN32
18-00123831,ACLONAG,Loose Dog,Animal Services Office,Spot311 Interface,Duplicate (closed),2018-04-29 12:17:58 UTC,2018-04-28 07:04:01 UTC,2018-04-29 12:17:58 UTC,2018-04-29 12:17:58 UTC,"12145 ABBEY GLEN LN, AUSTIN, TX 78753",12145,ABBEY GLEN,AUSTIN,78753,TRAVIS,3139845.94959587,10114726.1286631,30.38727798,-97.65860137,"(30.38727798, -97.65860137)",1,497J,MN32
18-00123832,ACLONAG,Loose Dog,Animal Services Office,Spot311 Interface,Duplicate (closed),2018-04-29 12:17:57 UTC,2018-04-28 07:07:55 UTC,2018-04-29 12:17:57 UTC,2018-04-29 12:17:57 UTC,"12144 ABBEY GLEN LN, AUSTIN, TX 78753",12144,ABBEY GLEN,AUSTIN,78753,TRAVIS,3139778.30825146,10114714.9972159,30.38725185,-97.65881669,"(30.38725185, -97.65881669)",1,497J,MN32
18-00123834,ACLONAG,Loose Dog,Animal Services Office,Spot311 Interface,Duplicate (closed),2018-04-29 12:17:59 UTC,2018-04-28 07:13:06 UTC,2018-04-29 12:17:59 UTC,2018-04-29 12:17:59 UTC,"12144 ABBEY GLEN LN, AUSTIN, TX 78753",12144,ABBEY GLEN,AUSTIN,78753,TRAVIS,3139778.30825146,10114714.9972159,30.38725185,-97.65881669,"(30.38725185, -97.65881669)",1,497J,MN32
19-00139185,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-04-22 06:55:56 UTC,2019-04-19 13:58:12 UTC,2019-04-22 06:55:51 UTC,2019-04-22 06:55:56 UTC,"PEGGOTTY PL & TROTWOOD DR, AUSTIN, TX",,PEGGOTTY PL & TROTWOOD DR,AUSTIN,78753,TRAVIS,3138705.74825324,10114635.9989047,30.38710555,-97.66222343,"(30.38710555, -97.66222343)",1,497J,MN32
19-00142790,ACLONAG,Loose Dog,Animal Services Office,Spot311 Interface,Closed,2019-04-23 09:49:45 UTC,2019-04-22 18:29:55 UTC,2019-04-23 09:49:44 UTC,2019-04-23 09:49:45 UTC,"1100 GATEHOUSE DR, AUSTIN, TX 78753",1100,GATEHOUSE,AUSTIN,78753,TRAVIS,3138995.72491260,10114208.6833129,30.38591179,-97.66133657,"(30.38591179, -97.66133657)",1,497J,MN32
18-00223158,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-07-14 12:02:41 UTC,2018-07-12 08:57:48 UTC,2018-07-14 12:02:41 UTC,2018-07-14 12:02:41 UTC,"915 PEGGOTTY PL, AUSTIN, TX 78753",915,PEGGOTTY,AUSTIN,78753,TRAVIS,3137820.24796436,10114721.9996583,30.38740038,-97.66502451,"(30.38740038, -97.66502451)",1,497J,MN32
19-00256376,ACLONAG,Loose Dog,Animal Services Office,Spot311 Interface,Open,2019-07-07 22:34:45 UTC,2019-07-07 22:34:45 UTC,2019-07-08 23:00:05 UTC,,"12205 ABBEY GLEN LN, AUSTIN, TX 78753",12205,ABBEY GLEN,Austin,78753,TRAVIS,3139916.14892435,10115102.8394482,30.38830884,-97.65835007,"(30.38830884, -97.65835007)",1,497J,MN32
19-00107589,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-04-02 11:38:26 UTC,2019-03-27 18:52:02 UTC,2019-04-02 11:38:26 UTC,2019-04-02 11:38:26 UTC,"1114 PEGGOTTY PL, AUSTIN, TX 78753",1114,PEGGOTTY,AUSTIN,78753,TRAVIS,3139331.79968760,10114545.8068106,30.38681628,-97.66024531,"(30.38681628, -97.66024531)",1,497J,MN32
19-00107593,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-04-02 11:38:27 UTC,2019-03-27 18:55:23 UTC,2019-04-02 11:38:27 UTC,2019-04-02 11:38:27 UTC,"1115 PEGGOTTY PL, AUSTIN, TX 78753",1115,PEGGOTTY,AUSTIN,78753,TRAVIS,3139386.74929017,10114412.9989302,30.38644759,-97.66008121,"(30.38644759, -97.66008121)",1,497J,MN32
18-00282062,ACLONAG,Loose Dog,Animal Services Office,Spot311 Interface,Open,2018-08-27 07:23:14 UTC,2018-08-27 07:23:14 UTC,2018-08-27 07:23:14 UTC,,"12144 ABBEY GLEN LN, AUSTIN, TX 78753",12144,ABBEY GLEN,AUSTIN,78753,TRAVIS,3139778.30825146,10114714.9972159,30.38725185,-97.65881669,"(30.38725185, -97.65881669)",1,497J,MN32
19-00176963,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-07-16 15:38:48 UTC,2019-05-15 09:04:59 UTC,2019-07-16 15:38:48 UTC,2019-07-16 15:38:48 UTC,"THOMPKINS DR & TROTWOOD DR, AUSTIN, TX",,THOMPKINS DR & TROTWOOD DR,AUSTIN,78753,TRAVIS,3139266.24996501,10115265.9981435,30.38880028,-97.66039827,"(30.38880028, -97.66039827)",1,497J,MN32
19-00021076,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-01-22 07:57:55 UTC,2019-01-19 08:44:45 UTC,2019-01-22 07:57:53 UTC,2019-01-22 07:57:55 UTC,"LAVINIA LN & TROTWOOD DR, AUSTIN, TX",,LAVINIA LN & TROTWOOD DR,Austin,78753,TRAVIS,3138993.74799522,10115426.9992784,30.38926085,-97.66125003,"(30.38926085, -97.66125003)",1,497J,MN32
18-00285304,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-08-29 07:53:00 UTC,2018-08-29 07:19:00 UTC,2018-08-29 07:53:00 UTC,2018-08-29 07:53:00 UTC,"12135 THOMPKINS DR, AUSTIN, TX 78753",12135,THOMPKINS,AUSTIN,78753,TRAVIS,3139305.078,10115205.51,30.38863145,-97.66027976,"(30.38863145, -97.66027976)",1,497J,MN32
18-00307453,ACLONAG,Loose Dog,Animal Services Office,External Interface,Closed,2018-09-27 09:22:00 UTC,2018-09-16 18:08:00 UTC,2018-09-27 09:22:00 UTC,2018-09-27 09:22:00 UTC,"12940 DIONYSUS DR, AUSTIN, TX 78753",12940,DIONYSUS,AUSTIN,78753,TRAVIS,3140109.759,10115546.65,30.38951599,-97.65770233,"(30.38951599, -97.65770233)",1,497J,MN32
18-00344614,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-10-11 10:34:00 UTC,2018-10-11 09:37:00 UTC,2018-10-11 10:34:00 UTC,2018-10-11 10:34:00 UTC,"12135 THOMPKINS DR, AUSTIN, TX 78753",12135,THOMPKINS,AUSTIN,78753,TRAVIS,3139305.078,10115205.51,30.38863145,-97.66027976,"(30.38863145, -97.66027976)",1,497J,MN32
18-00357045,ACLONAG,Loose Dog,Animal Services Office,Spot311 Interface,Closed,2018-10-24 12:35:00 UTC,2018-10-20 18:42:00 UTC,2018-10-24 12:35:00 UTC,2018-10-24 12:35:00 UTC,"12185 CHELSEA GLEN PL, AUSTIN, TX 78753",12185,CHELSEA GLEN,AUSTIN,78753,TRAVIS,3139934.948,10114947.23,30.38787985,-97.65830233,"(30.38787985, -97.65830233)",1,497J,MN32
18-00370138,ACLONAG,Loose Dog,Animal Services Office,Spot311 Interface,Closed,2018-10-30 14:40:00 UTC,2018-10-30 07:24:00 UTC,2018-10-30 14:40:00 UTC,2018-10-30 14:40:00 UTC,"12170 ABBEY GLEN LN, AUSTIN, TX 78753",12170,ABBEY GLEN,AUSTIN,78753,TRAVIS,3139820.257,10114928.18,30.38783507,-97.65866743,"(30.38783507, -97.65866743)",1,497J,MN32
18-00390855,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-11-14 10:52:00 UTC,2018-11-14 08:52:00 UTC,2018-11-14 10:52:00 UTC,2018-11-14 10:52:00 UTC,"904 PYEGRAVE PL, AUSTIN, TX 78753",904,PYEGRAVE,AUSTIN,78753,TRAVIS,3138070.565,10115146.82,30.38855163,-97.66419851,"(30.38855163, -97.66419851)",1,497J,MN32
19-00113561,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-04-02 11:44:34 UTC,2019-04-01 13:46:55 UTC,2019-04-02 11:44:34 UTC,2019-04-02 11:44:34 UTC,"918 PEGGOTTY PL, AUSTIN, TX 78753",918,PEGGOTTY,AUSTIN,78753,TRAVIS,3137937.67152897,10114813.3081129,30.38764362,-97.66464525,"(30.38764362, -97.66464525)",1,497J,MN32
19-00113451,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-04-01 13:23:29 UTC,2019-04-01 12:51:35 UTC,2019-04-01 13:23:29 UTC,2019-04-01 13:23:29 UTC,"12135 THOMPKINS DR, AUSTIN, TX 78753",12135,THOMPKINS,AUSTIN,78753,TRAVIS,3139536.74897649,10115132.9980492,30.38841682,-97.65955073,"(30.38841682, -97.65955073)",1,497J,MN32
19-00113498,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-04-02 11:44:34 UTC,2019-04-01 13:13:19 UTC,2019-04-02 11:44:34 UTC,2019-04-02 11:44:34 UTC,"907 PEGGOTTY PL, AUSTIN, TX 78753",907,PEGGOTTY,AUSTIN,78753,TRAVIS,3137716.98928569,10114810.9153797,30.3876516,-97.66534515,"(30.3876516, -97.66534515)",1,497J,MN32
19-00347141,ACLONAG,Loose Dog,Animal Services Office,Spot311 Interface,Open,2019-09-10 14:14:59 UTC,2019-09-10 14:14:59 UTC,2019-09-11 23:00:05 UTC,,"1006 PEGGOTTY PL, AUSTIN, TX 78753",1006,PEGGOTTY,AUSTIN,78753,TRAVIS,3138509.49817835,10114747.9980214,30.38742637,-97.66283715,"(30.38742637, -97.66283715)",1,497J,MN32
19-00247029,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2019-07-01 16:13:21 UTC,2019-07-01 16:13:21 UTC,2019-07-02 23:00:05 UTC,,"908 PEGGOTTY PL, AUSTIN, TX 78753",908,PEGGOTTY,Austin,78753,TRAVIS,3137784.74851750,10114895.9987947,30.38788101,-97.66512383,"(30.38788101, -97.66512383)",1,497J,MN32
19-00247030,ACLONAG,Loose Dog,Animal Services Office,Phone,Duplicate (open),2019-07-01 16:13:43 UTC,2019-07-01 16:13:43 UTC,2019-07-02 23:00:05 UTC,,"908 PEGGOTTY PL, AUSTIN, TX 78753",908,PEGGOTTY,Austin,78753,TRAVIS,3137784.74851750,10114895.9987947,30.38788101,-97.66512383,"(30.38788101, -97.66512383)",1,497J,MN32
16-00147998,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-06-15 15:50:10 UTC,2016-06-15 10:30:07 UTC,2016-06-15 14:49:23 UTC,2016-06-15 15:50:10 UTC,"DESSAU RD & E PARMER LN, AUSTIN, TX 78754",,DESSAU RD & E PARMER LN,Austin,78754,TRAVIS,3143018.21911315,10114702.4777604,30.38700286,-97.64854501,"(30.38700286, -97.64854501)",1,497K,MN32
16-00148566,ACLONAG,Loose Dog,Animal Services Office,Spot311 Interface,Closed,2016-06-16 14:04:52 UTC,2016-06-15 17:59:28 UTC,2016-06-16 13:04:04 UTC,2016-06-16 14:04:52 UTC,"1414 ATTERBURY LN, AUSTIN, TX 78753",1414,ATTERBURY,AUSTIN,78753,TRAVIS,3140662.99922297,10114342.997069,30.38617078,-97.65604003,"(30.38617078, -97.65604003)",1,497K,MN32
16-00297750,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-11-11 12:14:14 UTC,2016-11-10 13:34:09 UTC,2016-11-11 12:14:14 UTC,2016-11-11 12:14:14 UTC,"1409 BRIXHAM CV, AUSTIN, TX 78753",1409,BRIXHAM,AUSTIN,78753,TRAVIS,3140730.99959197,10113945.9999805,30.38507501,-97.65585473,"(30.38507501, -97.65585473)",1,497K,MN32
16-00297728,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-11-11 10:26:06 UTC,2016-11-10 13:09:21 UTC,2016-11-11 10:26:06 UTC,2016-11-11 10:26:06 UTC,"12232 BRANSTON DR, AUSTIN, TX 78753",12232,BRANSTON,AUSTIN,78753,TRAVIS,3140790.24862478,10114947.9988846,30.3878254,-97.65559038,"(30.3878254, -97.65559038)",1,497K,MN32
18-00403229,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-11-28 06:28:00 UTC,2018-11-26 11:22:00 UTC,2018-11-28 06:28:00 UTC,2018-11-28 06:28:00 UTC,"12435 DESSAU RD, AUSTIN, TX 78754",12435,DESSAU,AUSTIN,78754,TRAVIS,3144155.419,10115385.75,30.38880553,-97.64488699,"(30.38880553, -97.64488699)",1,497K,MN32
16-00299416,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-11-12 13:54:52 UTC,2016-11-12 13:22:04 UTC,2016-11-12 13:54:52 UTC,2016-11-12 13:54:52 UTC,"1400 E YAGER LN, AUSTIN, TX 78753",1400,YAGER,AUSTIN,78753,TRAVIS,3140810.75204579,10115412.2213652,30.3891001,-97.65548994,"(30.3891001, -97.65548994)",7,497K,MN32
17-00180340,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2017-06-28 09:53:57 UTC,2017-06-28 08:22:53 UTC,2017-06-28 09:53:57 UTC,2017-06-28 09:53:57 UTC,"E PARMER LN & DESSAU RD, AUSTIN, TX 78754",,E PARMER LN & DESSAU RD,AUSTIN,78754,TRAVIS,3143018.21911314,10114702.4777604,30.38700286,-97.64854501,"(30.38700286, -97.64854501)",1,497K,MN32
14-00099408,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-05-24 11:08:06 UTC,2014-05-24 08:21:16 UTC,2014-05-24 10:10:12 UTC,2014-05-24 11:08:06 UTC,"E PARMER LN &E YAGER LN, AUSTIN, TX",,E PARMER LN &E YAGER LN,AUSTIN,78753,TRAVIS,3142286.66,10115171.27,30.38834,-97.65082868,"(30.38834, -97.65082868)",7,497K,MN32
14-00098690,ACLONAG,Loose Dog,Animal Services Office,Phone,Duplicate (closed),2014-05-23 09:09:30 UTC,2014-05-23 09:09:30 UTC,2014-05-24 09:55:11 UTC,2014-05-23 09:09:30 UTC,"E PARMER LN & DESSAU RD, AUSTIN, TX",,E PARMER LN & DESSAU RD,AUSTIN,78754,TRAVIS,3143018.22,10114702.48,30.38700287,-97.64854501,"(30.38700287, -97.64854501)",1,497K,MN32
14-00098695,ACLONAG,Loose Dog,Animal Services Office,Phone,Duplicate (closed),2014-05-23 09:13:34 UTC,2014-05-23 09:13:34 UTC,2014-05-24 09:55:11 UTC,2014-05-23 09:13:34 UTC,"DESSAU RD &E PARMER LN, AUSTIN, TX",,DESSAU RD &E PARMER LN,AUSTIN,78754,TRAVIS,3143018.22,10114702.48,30.38700287,-97.64854501,"(30.38700287, -97.64854501)",1,497K,MN32
14-00098684,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-05-24 10:53:04 UTC,2014-05-23 09:05:23 UTC,2014-05-24 09:55:10 UTC,2014-05-24 10:53:04 UTC,"E PARMER LN & DESSAU RD, AUSTIN, TX",,E PARMER LN & DESSAU RD,AUSTIN,78754,TRAVIS,3143018.22,10114702.48,30.38700287,-97.64854501,"(30.38700287, -97.64854501)",1,497K,MN32
14-00093818,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-05-20 11:03:06 UTC,2014-05-17 10:02:38 UTC,2014-05-20 10:05:13 UTC,2014-05-20 11:03:06 UTC,"1411 ATTERBURY LN, AUSTIN, TX",1411,ATTERBURY,AUSTIN,78753,TRAVIS,3140559.81127835,10114268.5104037,30.38597286,-97.65637288,"(30.38597286, -97.65637288)",1,497K,MN32
14-00082184,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-05-02 09:28:03 UTC,2014-05-02 07:06:06 UTC,2014-05-02 08:30:08 UTC,2014-05-02 09:28:03 UTC,"E PARMER LN & DESSAU RD, AUSTIN, TX",,E PARMER LN & DESSAU RD,AUSTIN,78754,TRAVIS,3143018.22,10114702.48,30.38700287,-97.64854501,"(30.38700287, -97.64854501)",1,497K,MN32
14-00059702,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-04-04 14:43:34 UTC,2014-04-04 08:59:41 UTC,2014-04-04 13:45:38 UTC,2014-04-04 14:43:34 UTC,"12309 DESSAU RD, AUSTIN, TX",12309,DESSAU,AUSTIN,78754,TRAVIS,3143211.92676096,10115026.2098033,30.38787988,-97.64790605,"(30.38787988, -97.64790605)",1,497K,MN32
14-00009896,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-01-16 19:04:00 UTC,2014-01-16 17:11:00 UTC,2014-01-16 18:06:00 UTC,2014-01-16 19:04:00 UTC,"1411 ATTERBURY LN, AUSTIN, TX",1411,ATTERBURY,AUSTIN,78753,TRAVIS,3140559.811,10114268.51,30.38597286,-97.65637288,"(30.38597286, -97.65637288)",1,497K,MN32
14-00111975,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-06-09 14:38:16 UTC,2014-06-09 07:28:02 UTC,2014-06-09 13:40:22 UTC,2014-06-09 14:38:16 UTC,"E YAGER LN &E PARMER LN, AUSTIN, TX",,E YAGER LN &E PARMER LN,AUSTIN,78753,TRAVIS,3142286.66,10115171.27,30.38834,-97.65082868,"(30.38834, -97.65082868)",7,497K,MN32
14-00160550,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-08-25 20:32:00 UTC,2014-08-02 12:51:00 UTC,2014-08-25 19:34:00 UTC,2014-08-25 20:32:00 UTC,"DESSAU RD &E PARMER LN, AUSTIN, TX",,DESSAU RD &E PARMER LN,AUSTIN,78754,TRAVIS,3143018.22,10114702.48,30.38700287,-97.64854501,"(30.38700287, -97.64854501)",1,497K,MN32
14-00206742,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-11-22 17:43:55 UTC,2014-09-27 09:39:43 UTC,2014-11-22 16:46:20 UTC,2014-11-22 17:43:55 UTC,"1410 ATTERBURY LN, AUSTIN, TX",1410,ATTERBURY,AUSTIN,78753,TRAVIS,3140528.81858397,10114314.7314637,30.38610196,-97.65646762,"(30.38610196, -97.65646762)",1,497K,MN32
14-00219518,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-10-15 12:28:27 UTC,2014-10-12 09:35:38 UTC,2014-10-15 11:30:44 UTC,2014-10-15 12:28:27 UTC,"12435 DESSAU RD, AUSTIN, TX",12435,DESSAU,AUSTIN,78754,TRAVIS,3143538.99867193,10115791.5519945,30.38996195,-97.64681039,"(30.38996195, -97.64681039)",1,497K,MN32
14-00223690,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-10-26 11:43:48 UTC,2014-10-17 07:41:22 UTC,2014-10-26 10:46:07 UTC,2014-10-26 11:43:48 UTC,"E PARMER LN & DESSAU RD, AUSTIN, TX",,E PARMER LN & DESSAU RD,AUSTIN,78754,TRAVIS,3143018.22,10114702.48,30.38700287,-97.64854501,"(30.38700287, -97.64854501)",1,497K,MN32
14-00228167,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-11-03 11:48:20 UTC,2014-10-22 16:54:01 UTC,2014-11-03 10:50:41 UTC,2014-11-03 11:48:20 UTC,"1411 ATTERBURY LN, AUSTIN, TX",1411,ATTERBURY,AUSTIN,78753,TRAVIS,3140559.81127835,10114268.5104037,30.38597286,-97.65637288,"(30.38597286, -97.65637288)",1,497K,MN32
14-00246880,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-11-16 13:27:12 UTC,2014-11-14 15:07:39 UTC,2014-11-16 12:29:36 UTC,2014-11-16 13:27:12 UTC,"12223 DONINGTON DR, AUSTIN, TX",12223,DONINGTON,AUSTIN,78753,TRAVIS,3140692.63927844,10115168.6338441,30.38843834,-97.65588303,"(30.38843834, -97.65588303)",1,497K,MN32
14-00265643,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-12-13 12:03:14 UTC,2014-12-11 14:44:08 UTC,2014-12-13 11:05:43 UTC,2014-12-13 12:03:14 UTC,"FARNISH CV & YARMONT WAY, AUSTIN, TX",,FARNISH CV & YARMONT WAY,AUSTIN,78753,TRAVIS,3140678.5,10116032.0,30.3908125,-97.65586196,"(30.3908125, -97.65586196)",7,497K,MN32
14-00266059,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-12-13 16:59:02 UTC,2014-12-12 07:58:12 UTC,2014-12-13 16:01:31 UTC,2014-12-13 16:59:02 UTC,"12207 FARNISH CV, AUSTIN, TX",12207,FARNISH,AUSTIN,78753,TRAVIS,3140484.25,10115829.0,30.39026735,-97.65649338,"(30.39026735, -97.65649338)",7,497K,MN32
15-00024841,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2015-02-06 17:23:41 UTC,2015-02-05 16:24:37 UTC,2015-02-06 16:26:22 UTC,2015-02-06 17:23:41 UTC,"12435 DESSAU RD, AUSTIN, TX",12435,DESSAU,AUSTIN,78754,TRAVIS,3143538.99867193,10115791.5519945,30.38996195,-97.64681039,"(30.38996195, -97.64681039)",1,497K,MN32
15-00116179,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2015-05-28 10:25:42 UTC,2015-05-28 10:25:42 UTC,2015-05-28 10:25:42 UTC,,"12435 DESSAU RD, AUSTIN, TX",12435,DESSAU,AUSTIN,78754,TRAVIS,3143538.99867193,10115791.5519945,30.38996195,-97.64681039,"(30.38996195, -97.64681039)",1,497K,MN32
15-00277683,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2015-11-22 09:47:11 UTC,2015-11-22 09:47:11 UTC,2015-11-22 09:47:11 UTC,,"12207 FARNISH CV, AUSTIN, TX 78753",12207,FARNISH,AUSTIN,78753,TRAVIS,3140484.24975805,10115828.9994374,30.39026735,-97.65649338,"(30.39026735, -97.65649338)",7,497K,MN32
15-00278326,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2015-11-23 09:59:52 UTC,2015-11-23 09:59:52 UTC,2015-11-23 09:59:52 UTC,,"E PARMER LN & DESSAU RD, AUSTIN, TX 78754",,E PARMER LN & DESSAU RD,AUSTIN,78754,TRAVIS,3143018.21911314,10114702.4777604,30.38700286,-97.64854501,"(30.38700286, -97.64854501)",1,497K,MN32
15-00280434,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2015-11-26 10:38:00 UTC,2015-11-26 10:38:00 UTC,2015-11-26 10:38:00 UTC,,"SHROPSHIRE BLVD & E YAGER LN, AUSTIN, TX 78753",,SHROPSHIRE BLVD & E YAGER LN,AUSTIN,78753,TRAVIS,3140539.24937772,10115547.9974199,30.38949129,-97.65634043,"(30.38949129, -97.65634043)",7,497K,MN32
16-00005620,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2016-01-08 18:07:36 UTC,2016-01-08 18:07:36 UTC,2016-01-08 18:07:36 UTC,,"E YAGER LN & E PARMER LN, AUSTIN, TX 78753",,E YAGER LN & E PARMER LN,AUSTIN,78753,TRAVIS,3142286.65940274,10115171.2680517,30.38834,-97.65082868,"(30.38834, -97.65082868)",7,497K,MN32
16-00015540,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2016-01-22 10:39:49 UTC,2016-01-22 10:39:49 UTC,2016-01-22 10:39:49 UTC,,"SHROPSHIRE BLVD & LITTLE FATIMA LN, AUSTIN, TX 78753",,SHROPSHIRE BLVD & LITTLE FATIMA LN,AUSTIN,78753,TRAVIS,3140739.24998565,10115779.9979991,30.39011578,-97.65568857,"(30.39011578, -97.65568857)",7,497K,MN32
16-00017705,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2016-01-25 10:11:11 UTC,2016-01-25 10:11:11 UTC,2016-01-25 10:11:11 UTC,,"1410 ATTERBURY LN, AUSTIN, TX 78753",1410,ATTERBURY,AUSTIN,78753,TRAVIS,3140550.49774148,10114365.9980839,30.38624145,-97.65639497,"(30.38624145, -97.65639497)",1,497K,MN32
16-00025344,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2016-02-03 11:53:15 UTC,2016-02-03 11:53:15 UTC,2016-02-03 11:53:15 UTC,,"12211 DONINGTON DR, AUSTIN, TX 78753",12211,DONINGTON,AUSTIN,78753,TRAVIS,3140667.49920078,10115006.9993352,30.3879957,-97.65597508,"(30.3879957, -97.65597508)",1,497K,MN32
16-00077704,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-04-06 10:34:28 UTC,2016-04-05 13:04:34 UTC,2016-04-06 09:32:55 UTC,2016-04-06 10:34:28 UTC,"1414 ATTERBURY LN, AUSTIN, TX 78753",1414,ATTERBURY,AUSTIN,78753,TRAVIS,3140662.99922297,10114342.997069,30.38617078,-97.65604003,"(30.38617078, -97.65604003)",1,497K,MN32
16-00077885,ACLONAG,Loose Dog,Animal Services Office,Spot311 Interface,Duplicate (closed),2016-04-05 16:32:51 UTC,2016-04-05 16:32:51 UTC,2016-04-06 09:32:56 UTC,2016-04-05 16:32:51 UTC,"1411 ATTERBURY LN, AUSTIN, TX 78753",1411,ATTERBURY,AUSTIN,78753,TRAVIS,3140639.24948192,10114208.9990786,30.38580402,-97.65612556,"(30.38580402, -97.65612556)",1,497K,MN32
